case_name,cv_100,cv_1000,cv_200,cv_400,cv_600,cv_800,dual_inf_100,dual_inf_1000,dual_inf_200,dual_inf_400,dual_inf_600,dual_inf_800,nlp_err_100,nlp_err_1000,nlp_err_200,nlp_err_400,nlp_err_600,nlp_err_800,obj_100,obj_1000,obj_200,obj_400,obj_600,obj_800
pglib_opf_case2742_goc__sad.m,1.4478918064497748e-11,1.4478918064497748e-11,1.4478918064497748e-11,1.4478918064497748e-11,1.4478918064497748e-11,1.4478918064497748e-11,4.4528232388007299e-10,4.4528232388007299e-10,4.4528232388007299e-10,4.4528232388007299e-10,4.4528232388007299e-10,4.4528232388007299e-10,9.4101582318126582e-10,9.4101582318126582e-10,9.4101582318126582e-10,9.4101582318126582e-10,9.4101582318126582e-10,9.4101582318126582e-10,4.7298928225659392e+03,4.7298928225659392e+03,4.7298928225659392e+03,4.7298928225659392e+03,4.7298928225659392e+03,4.7298928225659392e+03
pglib_opf_case2746wop_k.m,4.7208055821966887e-13,4.7208055821966887e-13,4.7208055821966887e-13,4.7208055821966887e-13,4.7208055821966887e-13,4.7208055821966887e-13,1.1291259568023671e-09,1.1291259568023671e-09,1.1291259568023671e-09,1.1291259568023671e-09,1.1291259568023671e-09,1.1291259568023671e-09,3.1433080528278222e-09,3.1433080528278222e-09,3.1433080528278222e-09,3.1433080528278222e-09,3.1433080528278222e-09,3.1433080528278222e-09,1.0415123701814642e+04,1.0415123701814642e+04,1.0415123701814642e+04,1.0415123701814642e+04,1.0415123701814642e+04,1.0415123701814642e+04
pglib_opf_case2746wop_k__api.m,3.4416913763379853e-13,3.4416913763379853e-13,3.4416913763379853e-13,3.4416913763379853e-13,3.4416913763379853e-13,3.4416913763379853e-13,1.7619689391899492e-09,1.7619689391899492e-09,1.7619689391899492e-09,1.7619689391899492e-09,1.7619689391899492e-09,1.7619689391899492e-09,2.5375453748065261e-09,2.5375453748065261e-09,2.5375453748065261e-09,2.5375453748065261e-09,2.5375453748065261e-09,2.5375453748065261e-09,4.4104699283216714e+03,4.4104699283216714e+03,4.4104699283216714e+03,4.4104699283216714e+03,4.4104699283216714e+03,4.4104699283216714e+03
pglib_opf_case2746wp_k.m,2.5326986901421513e-12,2.5326986901421513e-12,2.5326986901421513e-12,2.5326986901421513e-12,2.5326986901421513e-12,2.5326986901421513e-12,1.8374353098414425e-09,1.8374353098414425e-09,1.8374353098414425e-09,1.8374353098414425e-09,1.8374353098414425e-09,1.8374353098414425e-09,3.2036791863333554e-09,3.2036791863333554e-09,3.2036791863333554e-09,3.2036791863333554e-09,3.2036791863333554e-09,3.2036791863333554e-09,1.4065235154280906e+04,1.4065235154280906e+04,1.4065235154280906e+04,1.4065235154280906e+04,1.4065235154280906e+04,1.4065235154280906e+04
pglib_opf_case2746wp_k__api.m,6.8702722213805024e-14,6.8702722213805024e-14,6.8702722213805024e-14,6.8702722213805024e-14,6.8702722213805024e-14,6.8702722213805024e-14,5.2998644324991718e-11,5.2998644324991718e-11,5.2998644324991718e-11,5.2998644324991718e-11,5.2998644324991718e-11,5.2998644324991718e-11,2.5059081486605004e-09,2.5059081486605004e-09,2.5059081486605004e-09,2.5059081486605004e-09,2.5059081486605004e-09,2.5059081486605004e-09,5.0153007970808931e+03,5.0153007970808931e+03,5.0153007970808931e+03,5.0153007970808931e+03,5.0153007970808931e+03,5.0153007970808931e+03
pglib_opf_case2848_rte.m,6.3645333447936991e-10,6.3645333447936991e-10,6.3645333447936991e-10,6.3645333447936991e-10,6.3645333447936991e-10,6.3645333447936991e-10,1.9072572243543026e-09,1.9072572243543026e-09,1.9072572243543026e-09,1.9072572243543026e-09,1.9072572243543026e-09,1.9072572243543026e-09,3.3931355621802221e-09,3.3931355621802221e-09,3.3931355621802221e-09,3.3931355621802221e-09,3.3931355621802221e-09,3.3931355621802221e-09,9.6407500781957606e+03,9.6407500781957606e+03,9.6407500781957606e+03,9.6407500781957606e+03,9.6407500781957606e+03,9.6407500781957606e+03
pglib_opf_case2848_rte__api.m,2.2095614921058271e-10,2.2095614921058271e-10,2.2095614921058271e-10,2.2095614921058271e-10,2.2095614921058271e-10,2.2095614921058271e-10,6.3661444171803083e-10,6.3661444171803083e-10,6.3661444171803083e-10,6.3661444171803083e-10,6.3661444171803083e-10,6.3661444171803083e-10,3.1757619928557254e-09,3.1757619928557254e-09,3.1757619928557254e-09,3.1757619928557254e-09,3.1757619928557254e-09,3.1757619928557254e-09,1.1217403229985757e+04,1.1217403229985757e+04,1.1217403229985757e+04,1.1217403229985757e+04,1.1217403229985757e+04,1.1217403229985757e+04
pglib_opf_case2853_sdet.m,9.4313647285035398e-14,9.4313647285035398e-14,9.4313647285035398e-14,9.4313647285035398e-14,9.4313647285035398e-14,9.4313647285035398e-14,6.1647470656228880e-10,6.1647470656228880e-10,6.1647470656228880e-10,6.1647470656228880e-10,6.1647470656228880e-10,6.1647470656228880e-10,2.5060080392458529e-09,2.5060080392458529e-09,2.5060080392458529e-09,2.5060080392458529e-09,2.5060080392458529e-09,2.5060080392458529e-09,1.6031020698455965e+04,1.6031020698455965e+04,1.6031020698455965e+04,1.6031020698455965e+04,1.6031020698455965e+04,1.6031020698455965e+04
pglib_opf_case2853_sdet__api.m,8.5820239803524601e-14,8.5820239803524601e-14,8.5820239803524601e-14,8.5820239803524601e-14,8.5820239803524601e-14,8.5820239803524601e-14,2.4920737457203673e-09,2.4920737457203673e-09,2.4920737457203673e-09,2.4920737457203673e-09,2.4920737457203673e-09,2.4920737457203673e-09,2.5061309148164453e-09,2.5061309148164453e-09,2.5061309148164453e-09,2.5061309148164453e-09,2.5061309148164453e-09,2.5061309148164453e-09,1.9197951012865582e+04,1.9197951012865582e+04,1.9197951012865582e+04,1.9197951012865582e+04,1.9197951012865582e+04,1.9197951012865582e+04
pglib_opf_case2868_rte.m,3.7235851901851191e-10,3.7235851901851191e-10,3.7235851901851191e-10,3.7235851901851191e-10,3.7235851901851191e-10,3.7235851901851191e-10,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,3.4372391222156573e-09,1.4076869019285041e+04,1.4076869019285041e+04,1.4076869019285041e+04,1.4076869019285041e+04,1.4076869019285041e+04,1.4076869019285041e+04
pglib_opf_case2869_pegase.m,2.3091226112166081e-10,2.3091226112166081e-10,2.3091226112166081e-10,2.3091226112166081e-10,2.3091226112166081e-10,2.3091226112166081e-10,1.9460946319678341e-09,1.9460946319678341e-09,1.9460946319678341e-09,1.9460946319678341e-09,1.9460946319678341e-09,1.9460946319678341e-09,5.0015793787722962e-09,5.0015793787722962e-09,5.0015793787722962e-09,5.0015793787722962e-09,5.0015793787722962e-09,5.0015793787722962e-09,1.9053091353510299e+04,1.9053091353510299e+04,1.9053091353510299e+04,1.9053091353510299e+04,1.9053091353510299e+04,1.9053091353510299e+04
pglib_opf_case2869_pegase__api.m,2.6465394208508667e-10,2.6465394208508667e-10,2.6465394208508667e-10,2.6465394208508667e-10,2.6465394208508667e-10,2.6465394208508667e-10,2.7926459165994455e-09,2.7926459165994455e-09,2.7926459165994455e-09,2.7926459165994455e-09,2.7926459165994455e-09,2.7926459165994455e-09,5.6875183075514324e-09,5.6875183075514324e-09,5.6875183075514324e-09,5.6875183075514324e-09,5.6875183075514324e-09,5.6875183075514324e-09,2.2664886038829696e+04,2.2664886038829696e+04,2.2664886038829696e+04,2.2664886038829696e+04,2.2664886038829696e+04,2.2664886038829696e+04
pglib_opf_case30000_goc.m,1.0104297651708531e+01,5.6392048666389508e-03,5.1842783664386793e+00,9.9516234200404605e-03,1.4948466297527407e-04,6.8659065097903538e-04,5.2555803291228905e+01,5.6349212701877853e+00,2.0389818741031025e+01,2.0615010443972460e+02,3.9117547112794667e-03,1.8393916018990780e+01,3.5883808422886528e+05,5.6349212701877853e+00,1.4624176663856974e+05,2.0615010443972460e+02,3.9117547112794667e-03,1.8393916018990780e+01,1.7304344734896578e+04,1.9832617295914719e+04,1.7587107974677077e+04,2.0243575204238288e+04,1.9860472454210976e+04,1.9833923293590491e+04
pglib_opf_case30000_goc__api.m,1.0342283997338050e+01,1.7752841097186056e-02,6.1697299504914067e+00,6.6183984013097685e-01,9.7915712234550867e-03,1.1228379011475331e-02,5.5856600631984477e+01,3.8285151498395408e+01,2.8986107485330010e+01,8.8712671065671373e+01,1.9762719575572019e+03,4.4937806662498133e+01,4.6235441531294305e+05,3.8285151498395408e+01,2.4057145921189548e+05,3.6146048689033159e+04,1.9762719575572019e+03,4.4937806662498133e+01,9.5289443171546773e+03,2.3490178155566551e+04,1.2336149141029471e+04,2.2196965143089150e+04,2.3983728144534423e+04,2.3498901108484071e+04
pglib_opf_case30000_goc__sad.m,9.2603417530487206e+00,1.9922792767239073e-03,5.4590902674040933e+00,8.9649137907683496e-01,4.7751380425897771e-05,1.9378263974917653e-03,3.9556362477117439e+01,2.7660780496401912e+01,4.7560306521002167e+02,9.2026943515310450e+01,2.2127360193374690e-03,6.2383953887963116e+01,2.6591823747118178e+05,2.7660780496401912e+01,1.5656352368951318e+05,2.3409606126857470e+04,1.0545777116148206e-01,6.2383953887963116e+01,1.7306864181846904e+04,2.2030602816510291e+04,1.8076658531691188e+04,2.1541158145682675e+04,2.2466223711276176e+04,2.2068417389759856e+04
pglib_opf_case300_ieee.m,3.5320690816575961e-10,3.5320690816575961e-10,3.5320690816575961e-10,3.5320690816575961e-10,3.5320690816575961e-10,3.5320690816575961e-10,1.9568964819625035e-09,1.9568964819625035e-09,1.9568964819625035e-09,1.9568964819625035e-09,1.9568964819625035e-09,1.9568964819625035e-09,3.8972846659699516e-09,3.8972846659699516e-09,3.8972846659699516e-09,3.8972846659699516e-09,3.8972846659699516e-09,3.8972846659699516e-09,4.8334430342905398e+03,4.8334430342905398e+03,4.8334430342905398e+03,4.8334430342905398e+03,4.8334430342905398e+03,4.8334430342905398e+03
pglib_opf_case300_ieee__api.m,4.7792214630248964e-11,4.7792214630248964e-11,4.7792214630248964e-11,4.7792214630248964e-11,4.7792214630248964e-11,4.7792214630248964e-11,1.5009940176630848e-10,1.5009940176630848e-10,1.5009940176630848e-10,1.5009940176630848e-10,1.5009940176630848e-10,1.5009940176630848e-10,2.1524998249995088e-09,2.1524998249995088e-09,2.1524998249995088e-09,2.1524998249995088e-09,2.1524998249995088e-09,2.1524998249995088e-09,5.8576103312562755e+03,5.8576103312562755e+03,5.8576103312562755e+03,5.8576103312562755e+03,5.8576103312562755e+03,5.8576103312562755e+03
pglib_opf_case300_ieee__sad.m,4.8096354676729902e-10,4.8096354676729902e-10,4.8096354676729902e-10,4.8096354676729902e-10,4.8096354676729902e-10,4.8096354676729902e-10,4.1371108695552700e-09,4.1371108695552700e-09,4.1371108695552700e-09,4.1371108695552700e-09,4.1371108695552700e-09,4.1371108695552700e-09,4.7532973229830025e-09,4.7532973229830025e-09,4.7532973229830025e-09,4.7532973229830025e-09,4.7532973229830025e-09,4.7532973229830025e-09,4.8375847107565050e+03,4.8375847107565050e+03,4.8375847107565050e+03,4.8375847107565050e+03,4.8375847107565050e+03,4.8375847107565050e+03
pglib_opf_case3012wp_k.m,9.0547730966452393e-12,9.0547730966452393e-12,9.0547730966452393e-12,9.0547730966452393e-12,9.0547730966452393e-12,9.0547730966452393e-12,4.0929564434148606e-09,4.0929564434148606e-09,4.0929564434148606e-09,4.0929564434148606e-09,4.0929564434148606e-09,4.0929564434148606e-09,4.9205211340649985e-09,4.9205211340649985e-09,4.9205211340649985e-09,4.9205211340649985e-09,4.9205211340649985e-09,4.9205211340649985e-09,1.5940443252952055e+04,1.5940443252952055e+04,1.5940443252952055e+04,1.5940443252952055e+04,1.5940443252952055e+04,1.5940443252952055e+04
pglib_opf_case3012wp_k__api.m,6.8600680691588423e-13,6.8600680691588423e-13,6.8600680691588423e-13,6.8600680691588423e-13,6.8600680691588423e-13,6.8600680691588423e-13,1.7691682361742971e-10,1.7691682361742971e-10,1.7691682361742971e-10,1.7691682361742971e-10,1.7691682361742971e-10,1.7691682361742971e-10,2.5059174128604499e-09,2.5059174128604499e-09,2.5059174128604499e-09,2.5059174128604499e-09,2.5059174128604499e-09,2.5059174128604499e-09,4.4672345289216019e+03,4.4672345289216019e+03,4.4672345289216019e+03,4.4672345289216019e+03,4.4672345289216019e+03,4.4672345289216019e+03
pglib_opf_case3022_goc.m,3.8046943503719510e-10,3.8046943503719510e-10,3.8046943503719510e-10,3.8046943503719510e-10,3.8046943503719510e-10,3.8046943503719510e-10,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.9290030020611371e-09,2.2044862280561938e+03,2.2044862280561938e+03,2.2044862280561938e+03,2.2044862280561938e+03,2.2044862280561938e+03,2.2044862280561938e+03
pglib_opf_case3022_goc__api.m,3.1659276502477018e-10,3.1659276502477018e-10,3.1659276502477018e-10,3.1659276502477018e-10,3.1659276502477018e-10,3.1659276502477018e-10,1.5188459440057202e-09,1.5188459440057202e-09,1.5188459440057202e-09,1.5188459440057202e-09,1.5188459440057202e-09,1.5188459440057202e-09,2.6725628816496303e-09,2.6725628816496303e-09,2.6725628816496303e-09,2.6725628816496303e-09,2.6725628816496303e-09,2.6725628816496303e-09,2.3896258762005164e+03,2.3896258762005164e+03,2.3896258762005164e+03,2.3896258762005164e+03,2.3896258762005164e+03,2.3896258762005164e+03
pglib_opf_case3022_goc__sad.m,8.9516154905266987e-13,8.9516154905266987e-13,8.9516154905266987e-13,8.9516154905266987e-13,8.9516154905266987e-13,8.9516154905266987e-13,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,5.4767019368186082e-09,2.2046706741790285e+03,2.2046706741790285e+03,2.2046706741790285e+03,2.2046706741790285e+03,2.2046706741790285e+03,2.2046706741790285e+03
pglib_opf_case30_as.m,7.1402078694049465e-11,7.1402078694049465e-11,7.1402078694049465e-11,7.1402078694049465e-11,7.1402078694049465e-11,7.1402078694049465e-11,1.8150956293538911e-09,1.8150956293538911e-09,1.8150956293538911e-09,1.8150956293538911e-09,1.8150956293538911e-09,1.8150956293538911e-09,3.8105847346457760e-09,3.8105847346457760e-09,3.8105847346457760e-09,3.8105847346457760e-09,3.8105847346457760e-09,3.8105847346457760e-09,2.4711609550316740e+02,2.4711609550316740e+02,2.4711609550316740e+02,2.4711609550316740e+02,2.4711609550316740e+02,2.4711609550316740e+02
pglib_opf_case30_as__api.m,1.2878587085651816e-14,1.2878587085651816e-14,1.2878587085651816e-14,1.2878587085651816e-14,1.2878587085651816e-14,1.2878587085651816e-14,1.0829693029898565e-09,1.0829693029898565e-09,1.0829693029898565e-09,1.0829693029898565e-09,1.0829693029898565e-09,1.0829693029898565e-09,4.7029572180424540e-10,4.7029572180424540e-10,4.7029572180424540e-10,4.7029572180424540e-10,4.7029572180424540e-10,4.7029572180424540e-10,1.5372925716118743e+03,1.5372925716118743e+03,1.5372925716118743e+03,1.5372925716118743e+03,1.5372925716118743e+03,1.5372925716118743e+03
pglib_opf_case30_ieee.m,8.7742313414906903e-15,8.7742313414906903e-15,8.7742313414906903e-15,8.7742313414906903e-15,8.7742313414906903e-15,8.7742313414906903e-15,2.5378031138045718e-12,2.5378031138045718e-12,2.5378031138045718e-12,2.5378031138045718e-12,2.5378031138045718e-12,2.5378031138045718e-12,9.0917660609203426e-10,9.0917660609203426e-10,9.0917660609203426e-10,9.0917660609203426e-10,9.0917660609203426e-10,9.0917660609203426e-10,1.5730473099043496e+02,1.5730473099043496e+02,1.5730473099043496e+02,1.5730473099043496e+02,1.5730473099043496e+02,1.5730473099043496e+02
pglib_opf_case30_ieee__api.m,2.8518853945058709e-14,2.8518853945058709e-14,2.8518853945058709e-14,2.8518853945058709e-14,2.8518853945058709e-14,2.8518853945058709e-14,2.4181190383387730e-10,2.4181190383387730e-10,2.4181190383387730e-10,2.4181190383387730e-10,2.4181190383387730e-10,2.4181190383387730e-10,2.5351244797313073e-09,2.5351244797313073e-09,2.5351244797313073e-09,2.5351244797313073e-09,2.5351244797313073e-09,2.5351244797313073e-09,3.4578658006770144e+02,3.4578658006770144e+02,3.4578658006770144e+02,3.4578658006770144e+02,3.4578658006770144e+02,3.4578658006770144e+02
pglib_opf_case3120sp_k.m,1.0421086216183539e-10,1.0421086216183539e-10,1.0421086216183539e-10,1.0421086216183539e-10,1.0421086216183539e-10,1.0421086216183539e-10,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,5.9219359397183306e-09,1.3164801880584828e+04,1.3164801880584828e+04,1.3164801880584828e+04,1.3164801880584828e+04,1.3164801880584828e+04,1.3164801880584828e+04
pglib_opf_case3120sp_k__api.m,8.5653706349830827e-14,8.5653706349830827e-14,8.5653706349830827e-14,8.5653706349830827e-14,8.5653706349830827e-14,8.5653706349830827e-14,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,2.7041261238411827e-09,5.7423273184842219e+03,5.7423273184842219e+03,5.7423273184842219e+03,5.7423273184842219e+03,5.7423273184842219e+03,5.7423273184842219e+03
pglib_opf_case3375wp_k.m,1.1765982764808246e-12,1.1765982764808246e-12,1.1765982764808246e-12,1.1765982764808246e-12,1.1765982764808246e-12,1.1765982764808246e-12,1.2994756012976181e-09,1.2994756012976181e-09,1.2994756012976181e-09,1.2994756012976181e-09,1.2994756012976181e-09,1.2994756012976181e-09,3.2621109887810283e-09,3.2621109887810283e-09,3.2621109887810283e-09,3.2621109887810283e-09,3.2621109887810283e-09,3.2621109887810283e-09,3.0958833817164716e+04,3.0958833817164716e+04,3.0958833817164716e+04,3.0958833817164716e+04,3.0958833817164716e+04,3.0958833817164716e+04
pglib_opf_case3375wp_k__api.m,1.1955991752188311e-12,1.1955991752188311e-12,1.1955991752188311e-12,1.1955991752188311e-12,1.1955991752188311e-12,1.1955991752188311e-12,1.2785508656277982e-09,1.2785508656277982e-09,1.2785508656277982e-09,1.2785508656277982e-09,1.2785508656277982e-09,1.2785508656277982e-09,2.6858573051754752e-09,2.6858573051754752e-09,2.6858573051754752e-09,2.6858573051754752e-09,2.6858573051754752e-09,2.6858573051754752e-09,2.4339324900460051e+04,2.4339324900460051e+04,2.4339324900460051e+04,2.4339324900460051e+04,2.4339324900460051e+04,2.4339324900460051e+04
pglib_opf_case3375wp_k__sad.m,1.2208850861500629e-12,1.2208850861500629e-12,1.2208850861500629e-12,1.2208850861500629e-12,1.2208850861500629e-12,1.2208850861500629e-12,1.2784172199741889e-09,1.2784172199741889e-09,1.2784172199741889e-09,1.2784172199741889e-09,1.2784172199741889e-09,1.2784172199741889e-09,3.2621087279154469e-09,3.2621087279154469e-09,3.2621087279154469e-09,3.2621087279154469e-09,3.2621087279154469e-09,3.2621087279154469e-09,3.0958833817164726e+04,3.0958833817164726e+04,3.0958833817164726e+04,3.0958833817164726e+04,3.0958833817164726e+04,3.0958833817164726e+04
pglib_opf_case3970_goc.m,1.2044594411600827e-12,1.2044594411600827e-12,1.2044594411600827e-12,1.2044594411600827e-12,1.2044594411600827e-12,1.2044594411600827e-12,3.6315375596371071e-10,3.6315375596371071e-10,3.6315375596371071e-10,3.6315375596371071e-10,3.6315375596371071e-10,3.6315375596371071e-10,2.5214749372395400e-09,2.5214749372395400e-09,2.5214749372395400e-09,2.5214749372395400e-09,2.5214749372395400e-09,2.5214749372395400e-09,9.4306698073475673e+03,9.4306698073475673e+03,9.4306698073475673e+03,9.4306698073475673e+03,9.4306698073475673e+03,9.4306698073475673e+03
pglib_opf_case3970_goc__api.m,1.2905343460545282e-11,1.2905343460545282e-11,1.2905343460545282e-11,1.2905343460545282e-11,1.2905343460545282e-11,1.2905343460545282e-11,9.9590482463471039e-09,9.9590482463471039e-09,9.9590482463471039e-09,9.9590482463471039e-09,9.9590482463471039e-09,9.9590482463471039e-09,4.2897884626620675e-09,4.2897884626620675e-09,4.2897884626620675e-09,4.2897884626620675e-09,4.2897884626620675e-09,4.2897884626620675e-09,1.4285476619933250e+04,1.4285476619933250e+04,1.4285476619933250e+04,1.4285476619933250e+04,1.4285476619933250e+04,1.4285476619933250e+04
pglib_opf_case39_epri.m,4.7271588353116666e-14,4.7271588353116666e-14,4.7271588353116666e-14,4.7271588353116666e-14,4.7271588353116666e-14,4.7271588353116666e-14,1.5847962711130070e-11,1.5847962711130070e-11,1.5847962711130070e-11,1.5847962711130070e-11,1.5847962711130070e-11,1.5847962711130070e-11,2.5059244704726012e-09,2.5059244704726012e-09,2.5059244704726012e-09,2.5059244704726012e-09,2.5059244704726012e-09,2.5059244704726012e-09,3.9723627683248824e+03,3.9723627683248824e+03,3.9723627683248824e+03,3.9723627683248824e+03,3.9723627683248824e+03,3.9723627683248824e+03
pglib_opf_case39_epri__api.m,6.4881433559094148e-13,6.4881433559094148e-13,6.4881433559094148e-13,6.4881433559094148e-13,6.4881433559094148e-13,6.4881433559094148e-13,2.1877867746812035e-10,2.1877867746812035e-10,2.1877867746812035e-10,2.1877867746812035e-10,2.1877867746812035e-10,2.1877867746812035e-10,2.5862764651773986e-09,2.5862764651773986e-09,2.5862764651773986e-09,2.5862764651773986e-09,2.5862764651773986e-09,2.5862764651773986e-09,7.1653001281285497e+03,7.1653001281285497e+03,7.1653001281285497e+03,7.1653001281285497e+03,7.1653001281285497e+03,7.1653001281285497e+03
pglib_opf_case3_lmbd.m,7.7021722333370235e-15,7.7021722333370235e-15,7.7021722333370235e-15,7.7021722333370235e-15,7.7021722333370235e-15,7.7021722333370235e-15,5.7994043417047055e-12,5.7994043417047055e-12,5.7994043417047055e-12,5.7994043417047055e-12,5.7994043417047055e-12,5.7994043417047055e-12,2.5102170848799349e-09,2.5102170848799349e-09,2.5102170848799349e-09,2.5102170848799349e-09,2.5102170848799349e-09,2.5102170848799349e-09,1.1625285870072360e+03,1.1625285870072360e+03,1.1625285870072360e+03,1.1625285870072360e+03,1.1625285870072360e+03,1.1625285870072360e+03
pglib_opf_case3_lmbd__api.m,4.4408920985006262e-16,4.4408920985006262e-16,4.4408920985006262e-16,4.4408920985006262e-16,4.4408920985006262e-16,4.4408920985006262e-16,2.3120339243483032e-11,2.3120339243483032e-11,2.3120339243483032e-11,2.3120339243483032e-11,2.3120339243483032e-11,2.3120339243483032e-11,3.0295682164487864e-10,3.0295682164487864e-10,3.0295682164487864e-10,3.0295682164487864e-10,3.0295682164487864e-10,3.0295682164487864e-10,2.2471361198162695e+03,2.2471361198162695e+03,2.2471361198162695e+03,2.2471361198162695e+03,2.2471361198162695e+03,2.2471361198162695e+03
pglib_opf_case3_lmbd__sad.m,8.7430063189231078e-16,8.7430063189231078e-16,8.7430063189231078e-16,8.7430063189231078e-16,8.7430063189231078e-16,8.7430063189231078e-16,3.4674485505092889e-12,3.4674485505092889e-12,3.4674485505092889e-12,3.4674485505092889e-12,3.4674485505092889e-12,3.4674485505092889e-12,2.5070188981064553e-09,2.5070188981064553e-09,2.5070188981064553e-09,2.5070188981064553e-09,2.5070188981064553e-09,2.5070188981064553e-09,1.1918625792022765e+03,1.1918625792022765e+03,1.1918625792022765e+03,1.1918625792022765e+03,1.1918625792022765e+03,1.1918625792022765e+03
pglib_opf_case4020_goc.m,3.0792369911880613e-05,2.5846214368937525e-11,2.5846214368937525e-11,2.5846214368937525e-11,2.5846214368937525e-11,2.5846214368937525e-11,5.0119433251568992e+00,2.3295196519099054e-09,2.3295196519099054e-09,2.3295196519099054e-09,2.3295196519099054e-09,2.3295196519099054e-09,5.0119433251568992e+00,3.2367786981748165e-09,3.2367786981748165e-09,3.2367786981748165e-09,3.2367786981748165e-09,3.2367786981748165e-09,9.2763453049899927e+03,9.2762554617441492e+03,9.2762554617441492e+03,9.2762554617441492e+03,9.2762554617441492e+03,9.2762554617441492e+03
pglib_opf_case4601_goc.m,6.0596055950767891e-11,6.0596055950767891e-11,6.0596055950767891e-11,6.0596055950767891e-11,6.0596055950767891e-11,6.0596055950767891e-11,6.8015304853074471e-09,6.8015304853074471e-09,6.8015304853074471e-09,6.8015304853074471e-09,6.8015304853074471e-09,6.8015304853074471e-09,9.5219579971101013e-09,9.5219579971101013e-09,9.5219579971101013e-09,9.5219579971101013e-09,9.5219579971101013e-09,9.5219579971101013e-09,8.7497778528642466e+03,8.7497778528642466e+03,8.7497778528642466e+03,8.7497778528642466e+03,8.7497778528642466e+03,8.7497778528642466e+03
pglib_opf_case4601_goc__api.m,6.7576668596548564e-14,6.7576668596548564e-14,6.7576668596548564e-14,6.7576668596548564e-14,6.7576668596548564e-14,6.7576668596548564e-14,8.1144553932466877e-10,8.1144553932466877e-10,8.1144553932466877e-10,8.1144553932466877e-10,8.1144553932466877e-10,8.1144553932466877e-10,2.5064192164635311e-09,2.5064192164635311e-09,2.5064192164635311e-09,2.5064192164635311e-09,2.5064192164635311e-09,2.5064192164635311e-09,8.3928195191049581e+03,8.3928195191049581e+03,8.3928195191049581e+03,8.3928195191049581e+03,8.3928195191049581e+03,8.3928195191049581e+03
pglib_opf_case4601_goc__sad.m,2.7036012317793734e-13,2.7036012317793734e-13,2.7036012317793734e-13,2.7036012317793734e-13,2.7036012317793734e-13,2.7036012317793734e-13,3.6129257980802794e-10,3.6129257980802794e-10,3.6129257980802794e-10,3.6129257980802794e-10,3.6129257980802794e-10,3.6129257980802794e-10,9.5277029863345865e-10,9.5277029863345865e-10,9.5277029863345865e-10,9.5277029863345865e-10,9.5277029863345865e-10,9.5277029863345865e-10,9.2997990990491653e+03,9.2997990990491653e+03,9.2997990990491653e+03,9.2997990990491653e+03,9.2997990990491653e+03,9.2997990990491653e+03
pglib_opf_case4619_goc.m,3.7748471015675022e-11,3.7748471015675022e-11,3.7748471015675022e-11,3.7748471015675022e-11,3.7748471015675022e-11,3.7748471015675022e-11,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,5.5517439424299699e-09,1.2001604355163088e+04,1.2001604355163088e+04,1.2001604355163088e+04,1.2001604355163088e+04,1.2001604355163088e+04,1.2001604355163088e+04
pglib_opf_case4619_goc__api.m,6.8922988125226691e-11,6.8922988125226691e-11,6.8922988125226691e-11,6.8922988125226691e-11,6.8922988125226691e-11,6.8922988125226691e-11,1.5336788096177175e-09,1.5336788096177175e-09,1.5336788096177175e-09,1.5336788096177175e-09,1.5336788096177175e-09,1.5336788096177175e-09,4.3100327281054439e-09,4.3100327281054439e-09,4.3100327281054439e-09,4.3100327281054439e-09,4.3100327281054439e-09,4.3100327281054439e-09,2.5929626797131779e+04,2.5929626797131779e+04,2.5929626797131779e+04,2.5929626797131779e+04,2.5929626797131779e+04,2.5929626797131779e+04
